right_hip_pitch,right_hip_roll,right_hip_slide,right_ankle_roll,right_ankle_pitch,left_hip_pitch,left_hip_roll,left_hip_slide,left_ankle_roll,left_ankle_pitch,zmpx,zmpy
0.094024,-0.26293,0.007221,0.26293,-0.094024,-0.0079917,-0.25684,-0.010886,0.25684,0.0079917,0,0
0.093593,-0.26321,0.007514,0.26321,-0.093593,-0.0079295,-0.25701,-0.010882,0.25701,0.0079295,0,0
0.093156,-0.26348,0.007807,0.26348,-0.093156,-0.0078675,-0.25718,-0.010878,0.25718,0.0078675,0,0
0.092713,-0.26375,0.008099,0.26375,-0.092713,-0.0078056,-0.25735,-0.010874,0.25735,0.0078056,0,0
0.092266,-0.26403,0.008392,0.26403,-0.092266,-0.0077439,-0.25752,-0.01087,0.25752,0.0077439,0,0
0.091813,-0.2643,0.008684,0.2643,-0.091813,-0.0076823,-0.25768,-0.010866,0.25768,0.0076823,0,0
0.091355,-0.26456,0.008975,0.26456,-0.091355,-0.0076209,-0.25785,-0.010861,0.25785,0.0076209,0,0
0.090891,-0.26483,0.009266,0.26483,-0.090891,-0.0075597,-0.25801,-0.010857,0.25801,0.0075597,0,0
0.090422,-0.2651,0.009557,0.2651,-0.090422,-0.0074986,-0.25817,-0.010852,0.25817,0.0074986,0,0
0.089948,-0.26536,0.009847,0.26536,-0.089948,-0.0074377,-0.25833,-0.010847,0.25833,0.0074377,0,0
0.089469,-0.26563,0.010137,0.26563,-0.089469,-0.0073769,-0.25849,-0.010842,0.25849,0.0073769,0,0
0.088984,-0.26589,0.010426,0.26589,-0.088984,-0.0073163,-0.25865,-0.010837,0.25865,0.0073163,0,0
0.088494,-0.26615,0.010714,0.26615,-0.088494,-0.0072558,-0.2588,-0.010832,0.2588,0.0072558,0,0
0.087999,-0.26641,0.011001,0.26641,-0.087999,-0.0071954,-0.25896,-0.010827,0.25896,0.0071954,0,0
0.087498,-0.26666,0.011287,0.26666,-0.087498,-0.0071352,-0.25911,-0.010821,0.25911,0.0071352,0,0
0.086993,-0.26692,0.011572,0.26692,-0.086993,-0.0070752,-0.25926,-0.010816,0.25926,0.0070752,0,0
0.086482,-0.26717,0.011856,0.26717,-0.086482,-0.0070152,-0.25941,-0.01081,0.25941,0.0070152,0,0
0.085966,-0.26742,0.01214,0.26742,-0.085966,-0.0069554,-0.25956,-0.010805,0.25956,0.0069554,0,0
0.085444,-0.26767,0.012422,0.26767,-0.085444,-0.0068957,-0.25971,-0.010799,0.25971,0.0068957,0,0
